,Serial,Event,Date (YMD),Deaths,Injured,Missing,Directly Affected,Indirectly Affected,Relocated,Evacuated,Losses (USD),Losses (Local)
235,2000-14-15741,STRONG WIND,2000/5/3,0,0,0,10,100,0,0,0,0
236,2000-14-15740,FLOOD,2000/3/14,0,0,0,10,35,0,0,0,0
237,2000-14-15739,FLOOD,2000/1/20,0,0,0,15,70,0,0,0,0
238,1999-14-15738,FOREST FIRE,1999/6/10,0,0,0,0,90,0,0,0,0
239,1999-14-15737,FIRE,1999/1/31,0,2,0,6,7,0,0,0,500000
240,1999-14-15736,DROUGHT,1999/1/1,0,0,0,0,5000,0,0,0,0
241,1997-14-15733,FOREST FIRE,1997/6/2,0,0,0,0,0,0,0,0,0
242,1996-14-15731,THUNDER STORM,1996/5/15,0,0,0,0,0,0,0,0,0
243,1995-14-15729,STORM,1995/5/3,6,0,0,0,30,0,0,0,0
244,1995-14-15727,FLASH FLOOD,1995/3/15,1,1,0,0,0,0,0,0,10000000
245,1995-14-15726,SNOWSTORM,1995/1/17,0,0,0,0,0,0,0,0,0
246,1994-14-15725,FOREST FIRE,1994/6/3,0,0,0,0,25,0,0,0,0
247,1992-14-15724,FOREST FIRE,1992/7/10,0,0,0,0,0,0,0,0,25000
248,1992-14-15722,FIRE,1992/2/28,0,3,0,0,0,0,0,0,6400000
249,1992-14-15721,SNOWSTORM,1992/2/15,0,0,0,0,0,0,0,0,0
250,1991-14-15720,SNOWSTORM,1991/2/6,0,0,0,0,0,0,0,0,0
251,1989-14-15719,FROST,1989/2/3,0,0,0,0,0,0,0,0,0
252,1986-14-15718,RAINS,1986/4/17,1,0,0,0,0,0,0,0,10000000
253,2009-13-15554,FIRE,2009/10/13,0,0,0,0,5,0,0,0,200000
254,2009-13-15553,FIRE,2009/10/12,0,0,0,0,0,0,0,0,10000
255,2009-13-15542,FIRE,2009/7/29,2,0,0,0,0,0,0,0,100000
256,2009-13-15540,FIRE,2009/7/21,0,0,0,0,0,0,0,0,0
257,2009-13-15538,FIRE,2009/7/1,0,0,0,0,0,0,0,0,0
258,2009-13-15536,FOREST FIRE,2009/6/30,0,0,0,0,0,0,0,0,0
259,2009-13-15535,FOREST FIRE,2009/6/20,0,0,0,0,0,0,0,0,0
260,2009-13-15530,RAINS,2009/5/14,0,0,0,0,7414,0,0,0,58000000
261,2009-13-15528,FLOOD,2009/4/16,0,0,0,0,0,0,0,0,0
262,2009-13-15527,FIRE,2009/4/16,0,0,0,0,0,0,0,0,25000
263,2009-13-15525,DROUGHT,2009/3/23,0,0,0,0,267,0,0,0,13800000
264,2009-13-15523,RAINS,2009/3/12,0,0,0,0,0,0,0,0,0
265,2009-13-15521,RAINS,2009/3/9,0,0,0,0,0,0,0,0,0
266,2009-13-15520,FIRE,2009/3/4,0,0,0,0,5286,0,0,0,100000
267,2009-13-15519,RAINS,2009/3/4,0,0,0,0,0,0,0,0,0
268,2009-13-15518,RAINS,2009/3/3,0,0,0,0,5286,0,0,0,100000
269,2009-13-15517,RAINS,2009/3/3,0,0,0,0,0,0,0,0,0
270,2009-13-15516,RAINS,2009/3/3,0,0,0,0,0,0,0,0,0
271,2009-13-15515,RAINS,2009/3/3,0,0,0,0,0,0,0,0,0
272,2009-13-15514,RAINS,2009/3/2,0,0,0,0,0,0,0,0,0
273,2009-13-15513,RAINS,2009/3/2,0,0,0,0,0,0,0,0,0
274,2009-13-15512,RAINS,2009/3/2,0,0,0,0,0,0,0,0,10000
275,2009-13-15511,RAINS,2009/3/1,0,0,0,0,0,0,0,0,0
276,2009-13-15509,FIRE,2009/2/26,0,0,0,0,3,0,0,0,200000
277,2009-13-15508,SNOWSTORM,2009/2/10,0,0,0,0,0,0,0,0,0
278,2008-13-15482,FOREST FIRE,2008/8/14,0,0,0,0,0,0,0,0,0
279,2008-13-15481,FROST,2008/8/7,0,0,0,0,17,0,0,0,0
280,2008-13-15480,FROST,2008/8/7,0,0,0,0,20,0,0,0,0
281,2008-13-15478,FIRE,2008/6/12,0,0,0,0,0,0,0,0,30000
282,2008-13-15477,FIRE,2008/6/9,0,1,0,0,0,0,0,0,0
283,2008-13-15475,FIRE,2008/6/2,0,0,0,0,0,0,0,0,20000
284,2008-13-15474,FIRE,2008/5/21,0,2,0,0,0,0,0,0,5000000
285,2008-13-15471,FROST,2008/3/19,0,0,0,0,13281,0,0,0,0
286,2008-13-15470,FROST,2008/3/19,0,0,0,0,15421,0,0,0,0
287,2008-13-15469,FROST,2008/3/19,0,0,0,0,67402,0,0,0,0
288,2007-13-15453,FIRE,2007/11/28,0,0,0,0,0,0,0,0,0
289,2007-13-15451,RAINS,2007/11/22,0,0,0,0,0,0,0,0,0
290,2007-13-15449,FIRE,2007/11/1,0,1,0,0,0,0,0,0,0
291,2007-13-15444,FOREST FIRE,2007/9/6,0,0,0,0,0,0,0,0,0
292,2007-13-15442,FOREST FIRE,2007/8/25,0,0,0,0,0,0,0,0,0
293,2007-13-15441,FOREST FIRE,2007/8/21,0,0,0,0,0,0,0,0,0
294,2007-13-15439,FOREST FIRE,2007/7/26,0,0,0,0,0,0,0,0,0
295,2007-13-15438,FOREST FIRE,2007/7/26,0,0,0,0,0,0,0,0,0
296,2007-13-15437,FOREST FIRE,2007/7/24,0,0,0,0,0,0,0,0,0
297,2007-13-15436,FIRE,2007/7/23,0,0,0,0,0,0,0,0,200000
298,2007-13-15435,FOREST FIRE,2007/7/19,0,0,0,0,0,0,0,0,0
299,2007-13-15434,FOREST FIRE,2007/7/7,0,0,0,0,0,0,0,0,0
300,2007-13-15433,FOREST FIRE,2007/6/28,0,0,0,0,0,0,0,0,0
301,2007-13-15432,FOREST FIRE,2007/6/27,0,0,0,0,0,0,0,0,0
302,2007-13-15431,FOREST FIRE,2007/6/24,0,0,0,0,0,0,0,0,0
