,Type,Date,Affected,Deaths,Relocated
1401,Fire,1988/10/4,9,1,0
1402,Fire,1993/12/19,0,0,0
1403,Fire,1984/12/17,4,0,0
1404,Fire,1993/12/17,0,0,0
1405,Fire,1984/12/11,1,0,0
1406,Fire,1993/12/11,1,0,0
1407,Fire,1993/12/4,2,0,0
1408,Panic,1993/11/21,0,0,0
1409,Fire,1993/11/20,9,0,0
1410,Fire,1993/11/14,7,0,0
1411,Inundation,1993/11/7,0,0,0
1412,Landslide,1993/11/3,0,0,0
1413,Fire,1993/10/30,0,0,0
1414,Fire,1993/10/29,0,0,0
1415,Fire,1993/10/22,1,0,0
1416,Fire,1993/10/22,3,1,0
1417,Fire,1993/10/17,3,0,0
1418,Fire,1993/10/8,3,0,0
1419,Fire,1993/10/9,3,0,0
1420,Fire,1993/10/8,1,1,0
1421,Epidemic,1993/10/0,0,1,0
1422,Explosion,1993/10/4,0,0,0
1423,Fire,1993/10/1,4,0,0
1424,Fire,1993/9/29,1,0,0
1425,Fire,1993/9/28,0,0,0
1426,Fire,1993/9/26,9,0,0
1427,Structural collapse,1993/9/18,1,0,0
1428,Fire,1993/9/17,2,0,0
1429,Explosion,1993/9/17,0,0,0
1430,Fire,1993/9/16,1,0,0
1431,Biological migration or loss,1993/9/14,0,0,0
1432,Fire,1993/9/12,0,0,0
1433,Rainfall,1993/9/12,0,0,0
1434,Epidemic,1993/9/0,0,0,0
1435,Structural collapse,1993/9/7,6,0,0
1436,Fire,1993/9/6,6,0,0
1437,Fire,1993/9/4,0,0,0
1438,Fire,1993/9/2,2,0,0
1439,Tornado,1993/8/0,1,0,0
1440,Structural collapse,1993/8/20,1,0,0
1441,Structural collapse,1993/8/19,4,0,0
1442,Fire,1984/11/27,0,0,0
1443,Fire,1983/1/31,15,0,0
1444,Fire,1983/1/19,0,0,0
1445,Fire,1983/1/18,0,0,0
1446,Fire,1983/1/15,0,0,0
1447,Accident,1983/1/15,0,0,0
1448,Fire,1983/1/15,2,2,0
1449,Fire,1983/1/11,1,0,0
1450,Fire,1993/8/14,1,0,0
1451,Fire,1993/8/12,0,0,0
1452,Structural collapse,1983/1/4,0,0,0
1453,Landslide,1993/8/0,0,0,0
1454,Fire,1983/1/2,3,0,0
1455,Fire,1993/8/4,2,0,0
1456,Fire,1980/12/21,6,0,6
1457,Fire,1980/12/0,6,0,0
1458,Fire,1980/11/14,1,0,0
1459,Landslide,1984/11/14,0,0,0
1460,Storm surge,1984/11/12,2,0,0
1461,Structural collapse,1984/11/11,4,0,0
1462,Fire,1984/11/7,6,0,0
1463,Fire,2003/12/24,4,0,0
1464,Fire,2003/12/22,1,0,0
1465,Fire,2003/11/23,0,0,0
1466,Fire,2003/11/22,11,0,0
1467,Fire,2003/11/18,21,0,0
1468,Fire,2003/11/13,7,0,0
1469,Fire,2003/11/12,1,0,2
1470,Fire,2003/11/11,1,0,0
1471,Fire,2003/11/7,2,0,0
1472,Fire,2003/10/30,32,0,0
1473,Fire,2003/10/28,5,0,0
1474,Fire,2003/10/23,3,0,0
1475,Plague,2003/10/0,0,0,0
1476,Explosion,2003/10/2,0,0,0
1477,Fire,2003/10/1,2,0,0
1478,Plague,2003/9/30,0,0,0
1479,Fire,2003/9/17,2,0,0
1480,Fire,2003/9/18,5,0,0
1481,Inundation,1984/11/1,0,0,0
1482,Fire,2003/9/18,0,0,0
1483,Tornado,1993/8/4,0,0,0
1484,Structural collapse,1993/8/0,0,0,0
1485,Electrical storm,1993/7/30,0,0,0
1486,Fire,1993/7/28,1,0,0
1487,Biological migration or loss,1993/7/0,0,0,0
1488,Fire,1993/7/20,18,0,0
1489,Fire,1993/7/16,16,0,0
1490,Structural collapse,1993/7/15,0,0,0
1491,Fire,1993/7/15,7,0,0
1492,Structural collapse,1993/7/14,3,0,0
1493,Structural collapse,1993/7/4,5,0,0
1494,Fire,1993/6/29,2,0,0
1495,Plague,2003/9/13,0,0,0
1496,Fire,2003/8/29,19,0,0
1497,Fire,2003/8/26,3,0,0
1498,Fire,2003/8/19,3,0,0
1499,Fire,2003/8/14,1,0,0
1500,Fire,2003/7/31,7,0,0
1501,Fire,2003/8/2,0,3,0
1502,Fire,2003/8/2,5,0,0
1503,Plague,1993/6/16,0,0,0
1504,Fire,1993/6/13,4,0,0
1505,Fire,1993/6/10,1,0,0
1506,Fire,1993/6/9,3,0,0
1507,Change in coastline,1993/6/7,12,0,0
1508,Inundation,1984/10/30,0,0,0
1509,Inundation,1984/10/30,0,0,0
1510,Inundation,1984/10/30,0,0,0
1511,Inundation,1984/10/30,0,0,0
1512,Inundation,1984/10/29,1,0,0
1513,Fire,1984/10/20,4,0,3
1514,Fire,1984/10/9,0,0,0
1515,Fire,1993/6/0,11,0,0
1516,Accident,1993/6/4,0,0,0
1517,Fire,1993/6/1,8,0,0
1518,Structural collapse,1993/5/28,2,0,0
1519,Plague,1993/5/23,1,0,0
1520,Fire,1993/5/7,5,0,1
1521,Fire,1984/10/6,2,1,0
1522,Gale,1984/10/1,7,0,0
1523,Fire,1993/5/6,1,0,0
1524,Accident,1993/5/6,0,0,0
1525,Inundation,1993/4/30,0,0,0
1526,Accident,1993/4/27,0,0,0
1527,Fire,1993/4/21,1,0,0
1528,Forestal fire,1993/4/17,0,0,0
1529,Fire,1993/4/12,2,0,0
1530,Fire,1988/9/22,1,0,0
1531,Fire,1993/4/9,0,0,0
1532,Fire,1988/9/19,4,0,0
1533,Fire,1993/3/26,0,0,0
1534,Fire,1988/9/15,5,0,0
1535,Structural collapse,1988/9/14,1,0,0
1536,Inundation,1988/9/9,0,0,0
1537,Accident,1993/3/19,0,0,0
1538,Inundation,1988/9/9,0,0,0
1539,Fire,1993/3/12,2,0,0
1540,Fire,1993/3/10,1,0,0
1541,Rainfall,1988/9/10,0,0,0
1542,Gale,1988/9/10,3,0,0
1543,Fire,1993/3/6,10,0,0
1544,Explosion,1988/9/7,0,0,0
1545,Fire,1984/9/28,0,0,0
1546,Fire,1984/9/15,0,0,0
1547,Inundation,1988/9/7,0,0,0
1548,Fire,1984/8/30,0,0,0
1549,Fire,1993/2/27,2,1,0
1550,Structural collapse,1984/8/15,0,0,0
1551,Fire,1993/2/21,3,0,0
1552,Fire,1993/2/19,0,0,0
1553,Fire,1984/8/14,0,0,0
1554,Fire,1993/2/11,1,0,0
1555,Fire,1993/2/9,0,0,0
1556,Fire,1993/2/6,1,0,0
1557,Landslide,1993/2/0,8,0,0
1558,Fire,1993/2/0,1,0,0
1559,Fire,1993/1/30,0,0,0
1560,Structural collapse,1993/1/21,0,0,0
1561,Fire,1993/1/18,1,0,0
1562,Structural collapse,1993/1/12,5,0,0
1563,Fire,1988/9/3,3,0,0
1564,Fire,1988/9/3,8,0,0
1565,Fire,1988/9/3,23,0,0
1566,Forestal fire,1993/1/0,0,0,0
1567,Forestal fire,1993/1/0,0,0,0
1568,Fire,2007/12/16,1,0,0
1569,Fire,2007/12/0,5,0,2
1570,Accident,2007/12/5,0,0,0
1571,Earthquake,2007/11/29,0,0,0
1572,Fire,2007/12/3,15,0,0
1573,Earthquake,2007/11/29,0,0,0
1574,Earthquake,2007/11/29,0,0,0
1575,Earthquake,2007/11/29,0,0,0
1576,Earthquake,2007/11/29,0,0,0
1577,Earthquake,2007/11/29,0,0,0
1578,Earthquake,2007/11/29,0,0,0
1579,Earthquake,2007/11/29,0,0,0
1580,Fire,2007/11/28,5,0,0
1581,Fire,2007/11/15,0,0,0
1582,Inundation,2007/10/29,0,0,0
1583,Fire,2007/10/25,2,0,0
1584,Rainfall,2007/10/24,0,0,0
1585,Rainfall,2007/10/24,0,0,0
1586,Inundation,2007/10/23,1,0,0
1587,Inundation,2007/10/22,0,0,0
1588,Storm,1988/6/0,4,0,0
1589,Structural collapse,2007/10/14,0,0,0
1590,Electrical storm,1988/8/20,0,0,0
1591,Electrical storm,1988/8/20,0,0,0
1592,Electrical storm,1988/8/20,0,0,0
1593,Electrical storm,1988/8/20,0,0,0
1594,Fire,1988/8/20,1,0,0
1595,Fire,2007/10/9,8,0,0
1596,Fire,1988/8/13,0,0,0
1597,Fire,1988/8/13,3,0,0
1598,Fire,1988/8/7,1,0,0
1599,Inundation,1988/8/7,4,0,0
1600,Structural collapse,2007/9/26,0,0,0
1601,Fire,1988/8/6,1,0,0
1602,Fire,2007/9/24,4,0,0
1603,Fire,2007/9/16,1,0,0
1604,Fire,2007/9/14,0,0,0
1605,Landslide,2007/9/11,0,0,0
1606,Fire,2007/8/20,0,0,0
1607,Fire,2007/9/6,1,0,0
1608,Fire,2007/9/6,2,0,0
1609,Fire,2007/9/6,2,0,0
1610,Structural collapse,2007/9/3,0,0,0
1611,Fire,2007/9/3,0,0,0
1612,Structural collapse,2007/8/31,1,0,0
1613,Fire,2007/8/30,0,0,0
1614,Fire,1988/7/31,2,0,0
1615,Fire,1984/8/13,0,0,0
1616,Fire,1984/8/2,2,0,0
1617,Biological migration or loss,1988/7/0,0,0,0
1618,Fire,1988/7/20,6,0,0
1619,Rainfall,1988/7/12,0,0,0
1620,Fire,1988/7/2,1,0,0
1621,Fire,1984/4/11,2,0,1
1622,Fire,1988/6/23,1,0,0
1623,Fire,1988/6/17,1,0,0
1624,Fire,1988/6/17,16,0,0
1625,Fire,1988/6/16,7,0,0
1626,Fire,1984/7/9,0,0,0
1627,Explosion,1988/6/13,0,0,0
1628,Fire,1988/5/31,0,0,0
1629,Drought,1988/2/7,1,0,0
1630,Forestal fire,1988/5/25,0,0,0
1631,Fire,1988/5/24,6,1,0
1632,Fire,1988/5/24,20,0,0
1633,Fire,1988/5/12,9,0,0
1634,Fire,1988/5/12,0,1,0
1635,Fire,1988/5/9,3,0,0
1636,Fire,1988/5/7,6,0,0
1637,Forestal fire,1988/5/3,0,0,0
1638,Fire,1988/5/2,4,0,0
1639,Fire,1988/5/2,1,0,0
1640,Fire,2007/8/27,53,0,0
1641,Fire,2007/8/26,1,0,0
1642,Landslide,2007/8/26,0,5,15
1643,Fire,2007/8/22,2,0,0
1644,Inundation,2007/8/20,0,0,0
1645,Fire,2007/8/19,0,0,0
1646,Gale,2007/8/17,0,0,0
1647,Gale,2007/8/17,0,0,0
1648,Storm surge,2007/8/17,0,0,0
1649,Storm surge,2007/8/17,1,0,0
1650,Fire,1980/10/29,0,0,0
1651,Fire,1980/10/29,0,0,0
1652,Fire,1980/10/29,0,0,0
1653,Inundation,1980/10/28,0,0,0
1654,Structural collapse,1980/10/20,0,0,0
1655,Fire,1980/10/14,0,0,0
1656,Landslide,1980/10/6,1,0,1
1657,Structural collapse,1980/9/9,0,0,0
1658,Fire,1980/9/2,0,0,0
1659,Explosion,1980/9/2,0,2,0
1660,Fire,1984/6/26,12,0,12
1661,Fire,1984/5/14,0,0,0
1662,Fire,1984/5/15,7,0,0
1663,Fire,1984/4/20,0,0,0
1664,Fire,1984/4/24,0,0,0
1665,Fire,2007/8/16,7,0,0
1666,Inundation,2007/8/7,1,0,0
1667,Hurricane,1980/8/3,0,0,0
1668,Electrical storm,1980/8/26,0,0,0
1669,Electrical storm,1980/8/26,0,0,0
1670,Other,1980/8/26,0,0,0
1671,Fire,1980/8/24,0,0,0
1672,Hurricane,1980/8/3,0,0,0
1673,Hurricane,1980/8/3,0,0,0
1674,Hurricane,1980/8/3,0,0,0
1675,Hurricane,1980/8/3,0,0,0
1676,Hurricane,1980/8/3,0,0,0
1677,Hurricane,1980/8/3,0,0,0
1678,Fire,1980/8/12,9,0,0
1679,Fire,1980/8/8,0,0,0
1680,Hurricane,1980/8/3,0,0,0
1681,Fire,1984/4/21,10,0,0
1682,Hurricane,1980/8/3,0,0,0
1683,Fire,1984/4/7,6,0,6
1684,Hurricane,1980/8/3,0,0,0
1685,Hurricane,1980/8/3,0,0,0
1686,Hurricane,1980/8/3,0,0,0
1687,Hurricane,1980/8/3,0,0,0
1688,Hurricane,1980/8/3,0,0,0
1689,Hurricane,1980/8/3,0,0,0
1690,Hurricane,1980/8/3,0,0,0
1691,Hurricane,1980/8/3,0,0,0
1692,Hurricane,1980/8/3,0,0,0
1693,Hurricane,1980/8/3,0,0,0
1694,Hurricane,1980/8/3,0,0,0
1695,Accident,1980/8/3,0,0,0
1696,Hurricane,1980/8/3,18,0,18
1697,Hurricane,1980/8/3,0,0,0
1698,Hurricane,1980/8/3,7,0,0
1699,Hurricane,1980/8/3,1,0,0
1700,Hurricane,1980/8/3,2,0,0
1701,Hurricane,1980/8/3,5,0,0
1702,Hurricane,1980/8/3,0,0,0
1703,Hurricane,1980/8/3,0,0,0
1704,Storm surge,2009/12/29,0,0,0
1705,Fire,2009/12/28,1,0,0
1706,Fire,2009/12/24,0,0,0
1707,Fire,2009/12/13,2,0,0
1708,Structural collapse,2009/11/7,1,0,0
1709,Fire,2009/12/5,0,0,0
1710,Fire,2009/11/4,2,0,0
1711,Fire,2009/10/27,1,0,0
1712,Fire,2009/10/9,1,0,0
1713,Fire,2009/10/1,5,0,0
1714,Fire,2009/9/26,2,0,0
1715,Fire,2009/9/26,3,0,0
1716,Landslide,2009/9/18,2,0,0
1717,Inundation,2009/9/14,2,0,0
1718,Biological migration or loss,2009/9/31,0,0,0
1719,Fire,2003/7/17,0,0,0
1720,Fire,1980/7/21,2,0,1
1721,Fire,1980/7/20,1,1,0
1722,Structural collapse,1980/7/18,1,1,0
1723,Fire,1980/6/29,0,0,0
1724,Fire,1980/6/29,8,0,0
1725,Fire,1980/6/29,2,0,0
1726,Fire,1980/6/9,0,0,0
1727,Fire,1980/6/7,0,0,0
1728,Fire,1980/6/2,0,0,0
1729,Fire,1980/5/29,1,0,0
1730,Fire,1980/5/27,7,0,0
1731,Fire,1980/5/27,15,0,11
1732,Fire,1980/5/25,4,0,4
1733,Forestal fire,1980/5/21,0,0,0
1734,Fire,2003/6/27,4,0,0
1735,Fire,2003/6/19,0,0,0
1736,Fire,2003/6/16,9,0,0
1737,Fire,2003/6/16,0,0,0
1738,Fire,2003/6/10,5,0,0
1739,Fire,2003/6/1,2,0,0
1740,Fire,2003/6/2,1,0,0
1741,Fire,2009/8/31,5,0,0
1742,Fire,2009/8/23,9,0,0
1743,Fire,2009/8/18,0,0,0
1744,Fire,2009/8/10,0,0,0
1745,Fire,2009/8/10,0,0,0
1746,Inundation,2009/8/10,0,0,0
1747,Inundation,2009/8/10,0,0,0
1748,Electrical storm,2009/8/10,1,0,0
1749,Fire,2009/8/3,1,0,0
1750,Gale,2009/7/22,7,0,0
1751,Inundation,2009/7/20,0,0,0
1752,Inundation,2009/7/20,1,0,0
1753,Inundation,2009/7/20,3,0,0
1754,Forestal fire,1980/5/13,0,0,0
1755,Inundation,1980/5/13,0,0,0
1756,Forestal fire,1980/4/27,0,0,0
1757,Forestal fire,1980/4/23,0,0,0
1758,Biological migration or loss,1980/4/23,0,0,0
1759,Fire,1980/4/21,0,0,0
1760,Fire,1980/4/11,0,0,0
1761,Fire,1980/4/10,0,0,0
1762,Biological migration or loss,2009/7/18,0,0,0
1763,Fire,2009/7/14,3,0,0
1764,Fire,2009/7/25,3,0,0
1765,Fire,2009/6/27,4,0,0
1766,Explosion,2009/6/16,0,0,0
1767,Fire,2009/6/3,2,0,0
1768,Fire,2009/5/31,7,0,0
1769,Fire,2009/5/29,0,0,0
1770,Fire,2009/5/27,4,0,0
1771,Fire,2009/5/23,0,0,0
1772,Fire,2009/5/7,13,0,0
1773,Fire,2003/5/30,58,0,0
1774,Fire,2003/5/16,1,0,0
1775,Fire,2003/5/13,1,0,0
1776,Fire,2003/4/9,1,0,0
1777,Fire,2003/3/11,0,0,0
1778,Fire,2003/2/12,4,0,0
1779,Fire,2003/2/8,1,0,0
1780,Fire,2003/1/4,3,1,0
1781,Fire,2009/5/0,5,0,0
1782,Fire,2009/5/5,1,0,0
1783,Fire,2009/5/3,15,0,0
1784,Fire,2009/4/22,0,0,0
1785,Fire,2009/4/10,0,0,0
1786,Explosion,2009/4/10,0,0,0
1787,Explosion,2009/4/10,0,0,0
1788,Fire,2009/4/5,18,1,16
1789,Epidemic,2009/3/0,0,0,0
1790,Fire,2009/3/31,0,0,0
1791,Fire,2009/3/31,0,0,0
1792,Fire,2009/3/14,0,0,0
1793,Forestal fire,2009/3/8,0,0,0
1794,Fire,2009/3/3,1,0,0
1795,Fire,2009/1/23,0,0,0
1796,Fire,2009/1/6,15,0,0
1797,Explosion,2009/1/11,7,0,0
1798,Fire,2009/1/7,1,0,0
1799,Fire,2009/1/0,1,0,0
1800,Fire,2009/1/0,0,0,0
1801,Fire,2009/1/3,5,0,0
1802,Fire,2002/9/1,0,0,0
1803,Fire,2002/9/16,8,0,0
1804,Landslide,2002/9/12,0,0,0
1805,Gale,2002/9/23,0,0,0
1806,Gale,2002/9/23,0,0,0
1807,Gale,2002/9/23,0,0,0
1808,Gale,2002/9/23,1,0,0
1809,Gale,2002/9/23,0,0,0
1810,Gale,2002/9/23,0,0,0
1811,Gale,2002/9/23,0,0,0
1812,Gale,2002/9/23,0,0,0
1813,Fire,2002/12/29,8,0,0
1814,Fire,2002/12/30,3,0,0
1815,Fire,2002/12/2,1,0,0
1816,Fire,2002/12/11,2,0,0
1817,Fire,2002/12/6,0,0,0
1818,Fire,2002/12/7,4,0,0
1819,Fire,2002/10/31,4,0,0
1820,Fire,2002/11/20,2,0,0
1821,Fire,2002/11/21,0,0,0
1822,Fire,2002/10/6,1,0,0
1823,Fire,2002/10/15,0,0,0
1824,Fire,2002/8/10,1,0,0
1825,Fire,2002/7/11,2,0,0
1826,Rainfall,2002/6/7,0,0,0
1827,Rainfall,2002/6/7,0,0,0
1828,Inundation,2002/6/7,0,0,0
1829,Fire,2002/5/8,0,0,0
1830,Fire,2002/5/1,0,0,0
1831,Fire,2002/5/2,4,0,0
1832,Fire,2002/4/15,5,0,0
1833,Fire,2002/4/13,0,0,0
1834,Fire,2002/4/6,0,0,0
1835,Fire,2002/4/6,3,0,0
1836,Fire,2002/3/22,0,0,0
1837,Landslide,2002/3/7,0,1,0
1838,Fire,2002/2/26,3,0,0
1839,Fire,2002/2/1,6,0,0
1840,Fire,2002/2/1,13,0,0
1841,Fire,2002/1/1,1,0,0
1842,Fire,2002/1/21,0,0,0
1843,Fire,2002/1/4,5,0,0
1844,Fire,2002/1/1,1,0,0
1845,Fire,2002/1/29,1,0,0
1846,Fire,1995/12/22,7,0,0
1847,Fire,1995/12/20,53,0,0
1848,Fire,1995/12/15,2,0,0
1849,Fire,1995/12/4,2,0,0
1850,Fire,1995/12/3,8,0,0
1851,Fire,1995/11/22,4,0,0
1852,Fire,1995/11/21,0,0,0
1853,Fire,1995/11/11,1,0,0
1854,Fire,1995/11/9,6,0,0
1855,Fire,1995/11/9,4,0,0
1856,Fire,1995/11/6,0,0,0
1857,Epidemic,1995/11/0,0,0,0
1858,Electrical storm,1995/10/25,0,0,0
1859,Electrical storm,1995/10/25,0,0,0
1860,Electrical storm,1995/10/25,0,0,0
1861,Fire,1995/10/25,0,0,0
1862,Fire,1099/10/24,4,0,0
1863,Inundation,1995/10/18,0,0,0
1864,Fire,1995/10/13,1,0,0
1865,Fire,1995/10/12,2,0,0
1866,Fire,1995/10/10,0,0,0
1867,Inundation,1995/10/0,0,0,0
1868,Fire,1995/10/5,5,0,0
1869,Fire,1995/9/27,1,0,0
1870,Landslide,1995/9/13,0,0,0
1871,Gale,1995/9/14,0,1,0
1872,Rainfall,1995/9/15,0,0,0
1873,Gale,1995/9/13,0,0,0
1874,Fire,1989/12/28,5,0,0
1875,Gale,1995/9/13,0,0,0
1876,Gale,1995/9/13,0,0,0
1877,Gale,1995/9/13,2,0,0
1878,Fire,1995/9/9,0,0,0
1879,Fire,1995/9/10,0,0,0
1880,Fire,1995/9/8,6,0,0
1881,Fire,1995/9/8,0,0,0
1882,Gale,1995/8/26,0,0,0
1883,Gale,1995/8/26,0,0,0
1884,Gale,1995/8/26,0,0,0
1885,Gale,1995/8/26,0,0,0
1886,Gale,1995/8/26,0,0,0
1887,Storm surge,1995/8/26,0,0,0
1888,Gale,1995/8/26,0,0,0
1889,Gale,1995/8/26,0,0,0
1890,Gale,1995/8/26,0,0,0
1891,Gale,1995/8/26,0,0,0
1892,Gale,1995/8/26,0,0,0
1893,Gale,1995/8/26,0,0,0
1894,Fire,1995/8/13,1,0,0
1895,Fire,1995/8/1,1,0,0
1896,Inundation,1995/8/24,0,0,0
1897,Inundation,1995/8/24,0,0,0
1898,Fire,1995/8/20,4,0,0
1899,Fire,1995/8/14,5,0,0
1900,Inundation,1995/8/3,0,1,22
1901,Fire,1996/10/25,4,0,0
1902,Fire,1996/10/15,2,0,0
1903,Landslide,1995/8/3,1,0,1
1904,Fire,1982/7/22,0,0,0
1905,Electrical storm,1995/8/3,0,0,0
1906,Electrical storm,1995/8/3,0,0,0
1907,Electrical storm,1995/8/3,0,0,0
1908,Electrical storm,1995/8/3,0,0,0
1909,Electrical storm,1995/8/3,0,0,0
1910,Electrical storm,1995/8/3,0,0,0
1911,Electrical storm,1995/8/3,0,0,0
1912,Electrical storm,1995/8/3,0,0,0
1913,Electrical storm,1995/8/3,0,0,0
1914,Electrical storm,1995/8/3,0,0,0
1915,Electrical storm,1995/8/3,0,0,0
1916,Inundation,1995/8/3,0,0,0
1917,Accident,1995/8/3,0,0,0
1918,Inundation,1995/8/3,0,0,0
1919,Inundation,1995/8/3,0,0,0
1920,Inundation,1995/8/3,0,0,0
1921,Inundation,1995/8/3,1,0,0
1922,Inundation,1995/8/3,1,0,0
1923,Fire,2007/7/29,0,0,0
1924,Fire,2007/7/26,0,0,0
1925,Fire,2007/6/23,1,0,0
1926,Inundation,2007/6/7,3,0,0
1927,Fire,2007/6/3,0,0,0
1928,Fire,2007/6/1,3,0,0
1929,Fire,2007/5/24,10,0,0
1930,Biological migration or loss,2007/5/7,0,0,0
1931,Biological migration or loss,2007/5/7,0,0,0
1932,Biological migration or loss,2007/5/7,0,0,0
1933,Forestal fire,2007/5/16,0,0,0
1934,Fire,2007/5/13,0,0,0
1935,Leak,1995/8/3,0,0,0
1936,Storm surge,1995/8/3,0,0,0
1937,Fire,1995/7/22,3,0,0
1938,Fire,1995/7/24,3,0,0
1939,Fire,1995/7/21,1,0,0
1940,Fire,1995/7/10,0,0,0
1941,Rainfall,1995/6/17,0,0,0
1942,Rainfall,1995/6/17,3,0,0
1943,Gale,1995/6/15,2,0,0
1944,Fire,1995/6/15,2,0,0
1945,Fire,1995/6/4,5,0,4
1946,Fire,1995/5/30,1,0,0
1947,Fire,1995/5/28,19,0,0
1948,Forestal fire,1995/5/28,0,0,0
1949,Fire,1995/5/0,7,0,0
1950,Fire,1995/5/18,0,0,0
1951,Fire,1995/5/10,2,0,0
1952,Fire,1995/5/0,4,0,0
1953,Fire,2007/5/2,0,0,0
1954,Fire,2007/4/30,3,0,0
1955,Accident,2007/4/12,0,0,0
1956,Fire,2007/4/2,1,0,0
1957,Leak,2007/3/30,0,0,0
1958,Fire,2007/3/27,3,0,0
1959,Fire,2007/3/12,5,0,0
1960,Fire,2007/3/12,5,0,0
1961,Fire,1995/5/5,4,0,0
1962,Explosion,2007/3/8,0,0,0
1963,Fire,1995/4/30,6,0,0
1964,Structural collapse,2007/3/0,0,0,0
1965,Fire,1995/4/20,1,0,0
1966,Fire,1995/4/20,4,0,0
1967,Fire,1995/4/0,6,0,0
1968,Fire,1995/4/5,1,0,0
1969,Fire,1995/3/15,0,0,0
1970,Fire,1995/3/4,1,0,0
1971,Fire,1995/3/13,4,0,0
1972,Fire,1995/3/22,0,0,0
1973,Inundation,1995/3/19,0,0,1
1974,Fire,1995/3/24,3,0,0
1975,Fire,1995/2/16,1,0,0
1976,Fire,1995/2/7,3,0,0
1977,Fire,1995/2/15,6,1,0
1978,Fire,1995/1/15,0,0,0
1979,Fire,1995/1/1,1,0,0
1980,Fire,1995/1/22,1,0,0
1981,Fire,1995/1/22,3,0,0
1982,Storm surge,1994/12/31,0,0,0
1983,Fire,2007/2/21,11,0,9
1984,Fire,2007/2/11,0,0,0
1985,Fire,2007/2/11,2,0,0
1986,Structural collapse,2007/2/6,0,0,0
1987,Fire,2007/2/0,0,0,0
1988,Fire,2007/2/4,0,0,0
1989,Fire,2007/1/28,5,0,0
1990,Fire,2007/1/24,1,0,0
1991,Fire,2007/1/20,0,1,0
1992,Fire,2007/1/15,12,0,0
1993,Fire,2007/1/0,2,0,0
1994,Gale,2007/1/10,0,0,0
1995,Fire,2007/1/3,2,0,0
1996,Fire,2007/1/1,2,0,0
1997,Fire,2007/1/1,2,0,0
1998,Fire,1996/12/30,0,0,0
1999,Fire,1996/12/16,0,0,0
2000,Fire,1996/12/13,7,0,0
2001,Fire,1996/12/13,2,0,0
2002,Fire,1996/12/4,0,0,0
2003,Fire,1996/9/29,0,0,0
2004,Fire,1996/9/19,0,0,0
2005,Inundation,1989/9/0,0,0,0
2006,Inundation,1989/9/0,0,0,0
2007,Contamination,1989/9/0,0,0,0
2008,Storm,1989/9/0,0,0,0
2009,Inundation,1989/10/5,0,0,0
2010,Inundation,1989/10/2,0,0,0
2011,Inundation,1989/9/4,0,0,0
2012,Inundation,1989/9/3,0,0,0
2013,Plague,1989/8/19,0,0,0
2014,Plague,1989/5/0,1,0,0
2015,Plague,1989/5/0,0,0,0
2016,Contamination,1989/11/0,0,0,0
2017,Contamination,1989/11/0,0,0,0
2018,Alluvium,1989/2/15,0,0,0
2019,Fire,1989/2/11,2,0,0
2020,Plague,1982/11/0,3,0,0
2021,Change in coastline,1982/3/9,0,0,0
2022,Plague,1982/6/7,0,0,0
2023,Plague,1982/5/0,0,0,0
2024,Forestal fire,1982/2/17,0,0,0
2025,Forestal fire,1982/2/16,0,0,0
2026,Accident,1982/2/2,0,0,0
2027,Contamination,1982/8/5,0,0,0
2028,Fire,1982/12/25,0,0,0
2029,Fire,1982/12/25,0,0,0
2030,Fire,1982/12/25,0,0,0
2031,Fire,1982/12/4,10,0,0
2032,Fire,1982/12/2,3,0,0
2033,Fire,1982/12/1,50,0,0
2034,Fire,1982/12/1,1,0,0
2035,Fire,1982/11/19,0,0,0
2036,Fire,1982/10/21,0,0,0
2037,Inundation,1982/10/15,0,0,0
2038,Fire,1982/10/17,0,0,0
2039,Fire,1982/9/30,0,0,0
2040,Fire,1982/9/22,0,0,0
2041,Fire,1982/9/23,0,0,0
2042,Fire,1982/9/15,9,0,0
2043,Fire,1982/9/13,0,1,0
2044,Fire,1982/11/1,4,0,0
2045,Fire,1982/7/14,5,0,0
2046,Fire,1982/8/21,0,0,0
2047,Fire,1982/8/16,0,0,0
2048,Fire,1982/7/26,0,0,0
2049,Fire,1982/7/0,0,0,0
2050,Fire,1982/7/0,0,1,0
2051,Fire,1982/6/10,0,0,0
2052,Fire,1982/6/10,7,0,0
2053,Forestal fire,1982/6/0,0,0,0
2054,Forestal fire,1982/6/0,0,0,0
2055,Forestal fire,1982/6/0,0,0,0
2056,Forestal fire,1982/6/0,0,0,0
2057,Forestal fire,1982/6/0,0,0,0
2058,Fire,1982/6/7,0,0,0
2059,Fire,1982/5/27,0,0,0
2060,Fire,1982/5/27,0,0,0
2061,Fire,1982/5/27,0,0,0
2062,Fire,1982/5/22,0,0,0
2063,Forestal fire,1982/5/11,0,0,0
2064,Forestal fire,1982/5/11,0,0,0
2065,Forestal fire,1982/5/6,0,0,0
2066,Forestal fire,1982/4/0,0,0,0
2067,Forestal fire,1982/4/0,0,0,0
2068,Fire,1982/4/3,1,0,0
2069,Fire,1982/4/2,50,0,0
2070,Forestal fire,1982/3/6,0,0,0
2071,Fire,1982/3/27,2,0,0
2072,Fire,1982/3/29,3,0,0
2073,Fire,1982/3/24,0,0,0
2074,Fire,1982/3/20,5,0,0
2075,Fire,1982/3/18,2,0,0
