,Serial,Type,Date (YMD),Deaths,Injured,Missing,Directly Affected,Indirectly Affected,Relocated,Evacuated,Losses (USD),Losses (Local)
455,229,TEMPÊTE,2007/9/20,0,0,0,0,0,0,0,0.0,249696.0
456,228,TEMPETE DE VENTS,2007/6/26,0,0,0,0,0,0,0,0.0,11926.0
457,227,TEMPÊTE,2007/6/19,0,0,0,0,0,0,0,0.0,24500.0
458,226,TEMPÊTE,2007/3/14,0,0,0,0,0,0,0,0.0,12500.0
459,225,TEMPÊTE,2007/3/6,0,0,0,0,0,0,0,0.0,8000.0
460,224,TEMPÊTE,2007/3/8,0,0,0,0,0,0,0,0.0,118710.0
461,223,RAINS,2007/1/11,0,0,0,0,0,0,0,0.0,18200.0
462,222,TEMPÊTE,2007/1/11,0,0,0,0,0,0,0,0.0,41119.99
463,221,TEMPÊTE,2012/8/1,0,0,0,0,0,0,0,0.0,656100.0
464,220,FLOOD,2006/1/6,0,0,0,0,0,0,0,0.0,25500.0
465,219,FLOOD,2006/1/5,0,0,0,0,0,0,0,0.0,5400.0
466,218,CYCLONE,2006/12/21,0,0,0,0,0,0,0,0.0,2526383.43
467,217,TEMPÊTE,2006/12/27,0,0,0,0,0,0,0,0.0,3235.29
468,216,TEMPÊTE,2006/10/7,0,0,0,0,0,0,0,0.0,9000.0
469,215,TEMPÊTE,2006/9/24,0,0,0,0,0,0,0,0.0,9000.0
470,213,RAINS,2004/12/28,0,0,0,0,0,0,0,0.0,460975.0
471,211,TEMPÊTE,2004/12/28,0,0,0,0,0,0,0,0.0,701949.0
472,209,TEMPÊTE,2004/12/28,0,0,0,0,0,0,0,0.0,62100.0
473,207,FLOOD,2004/1/28,0,0,0,0,0,0,0,0.0,2750.0
474,204,TEMPÊTE,2004/12/28,0,0,0,0,0,0,0,0.0,38441.17
475,203,TEMPÊTE,2004/3/17,0,0,0,0,0,0,0,0.0,10930.0
476,202,TEMPÊTE,2004/10/15,0,0,0,0,0,0,0,0.0,92352.94
477,201,TEMPÊTE,2004/11/6,0,0,0,0,0,0,0,0.0,10200.0
478,200,TEMPÊTE,2004/9/29,0,0,0,0,0,0,0,0.0,12112.5
479,199,TEMPÊTE,2004/3/6,0,0,0,0,0,0,0,0.0,39022.0
480,198,RAINS,2004/3/2,0,0,0,0,0,0,0,0.0,2352.94
481,239,TEMPÊTE,2004/3/24,0,0,0,0,0,0,0,0.0,99500.0
482,197,TEMPÊTE,2004/2/20,0,0,0,0,0,0,0,0.0,7629.0
483,196,TEMPÊTE,2004/3/5,0,0,0,0,0,0,0,0.0,18875.0
484,195,TEMPÊTE,2004/3/4,0,0,0,0,0,0,0,0.0,4235.29
485,194,ROCK/BOULDER SLIDE,2004/2/18,0,0,0,0,0,0,0,0.0,11391.17
486,193,TEMPÊTE,2004/1/5,0,0,0,0,0,0,0,0.0,26441.17
487,192,TEMPÊTE,2004/1/16,0,0,0,0,0,0,0,0.0,33553.45
488,191,TEMPÊTE,2004/1/23,0,0,0,0,0,0,0,0.0,25457.94
